Articulo_ID,CUI,Fecha_Publicacion_Articulo,Titulo_Articulo,Descripcion_Articulo,Medio,URL_Acortada,Pais_Origen_Articulo,Cod_Continente,Idioma,Categoria_tematica,Relevancia_Mencion,Frecuencia_Mencion,Impacto_Articulo,Keywords,Clasificacion_Sust_Estup_Decomisada,Tipo_Sus_Estup_Decomisada,Cant_Sust_Estup_Sintetica_incautada,Unidad,Fueza_interviniente,Ubicacion_Secuestro,Region,Sub region,Pais,Provincia,Distrito,Alfa_2,ISO_3166_2,Geo_Pais,Geo_Prov,Geo_Distrito,Fecha,Dia,Semana,Quincena,Mes_Largo,Trimestre,Año
A0000033,A33,6/02/2025,Brasil enfrenta amenaza por nitazenos: drogas sintéticas superan 50 veces al fentanilo,"Un nuevo peligro acecha a Brasil. Los nitazenos, drogas sintéticas cincuenta veces más potentes que el fentanilo, se expanden por el territorio nacional.",diariopampero.com,https://tinyurl.com/yc4tcpwj,Argentina,SA,ES,Incidente,Alta,Alta,Medio,"Nitazenos, Cannabinoides Sintéticos, Laboratorio Clandestino, Combinacion,  ONU",NSP,Nitazeno,"0,00",Sin datos,Policia de Brasil,Mirandopolis,America,America del Sur,Brasil,San Pablo,Mirandopolis,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-21.135076, -51.104841",6/02/2025,6,1,1,Febrero,T1,2025
,A33,6/02/2025,,,,,,,,,,,,,Opioide Sintetico,Fentanilo,"0,00",Sin datos,,,,,,,,,,"-8.843614, -52.200865","-21.973301, -48.846710","-21.135076, -51.104841",6/02/2025,6,1,1,Febrero,T1,2025
A0000034,A34,7/02/2025,El Mercado negro del fentanilo en Perú: redes criminales usan recetas falsas para sacar ‘droga zombie’ de hospitales ,Alerta sobre las formas ilegales que usan las bandas criminales para acceder a esta droga,www.infobae.com,https://tinyurl.com/mr49ypn6,Peru,SA,ES,Incidente,Alta,Media,Medio,"Fentanilo, Morfina, Mercado Negro, Hospitales Publicos, Resetas Falsas",Opioide Sintetico,Fentanilo,15,Ampollas,Policia Nacional de Peru,Lima,America,America del Sur,Peru,Lima,Lima,PE,ISO 3166-2:PE,"-9.515798, -75.223851","-12.051428, -77.100412","-12.047027, -77.043130",7/02/2025,7,1,1,Febrero,T1,2025
A0000035,A35,8/02/2025,Copiapó: Incautan fentanilo y detienen a dos personas,Las imputadas tenían como punto de red un domicilio en población Los Volcanes en la comuna de Copiapó.,www.atacamanoticias.cl,https://tinyurl.com/3xdey2es,Chile,SA,ES,Incidente,Alta,Alta,Medio,"Fentanilo, Cocaina, Droga Zombie",Opioide Sintetico,Fentanilo,"0,07",KG,Carabineros de Chile,Chillan,America,America del Sur,Chile,Ñuble,Chillan,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-36.426654, -72.599537","-36.616883, -72.109401",8/02/2025,8,1,1,Febrero,T1,2025
A0000036,A36,8/02/2025,"Cocaína, éxtasis y tusi: los detuvieron con el auto lleno de droga y trataron de coimear a la Policía",Ocurrió en la madrugada de este sábado en la autopista Córdoba - Rosario. Los delincuentes son oriundos de Buenos Aires.,www.eldoce.tv,https://tinyurl.com/3ezb5vcr,Argentina,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Extasis, Cocaina, Autopista Cordoba - Rosario",Alucinogeno,TUSI,2,Bolsas,Fuerza Policial Antinarcotráfico (FPA),Marcos Juarez,America,America del Sur,Argentina,Cordoba,Marcos Juarez,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-32.725461, -61.862423",8/02/2025,8,1,1,Febrero,T1,2025
,A36,8/02/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,88,Pastillas,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-32.725461, -61.862423",8/02/2025,8,1,1,Febrero,T1,2025
A0000037,A37,8/02/2025,La Policía Federal Argentina desarticuló sofisticado vivero «Indoor» en Rosario,Desarticularon un vivero “Indoor” en la mencionada ciudad logrando la detención de 4 individuos y el secuestro de gran cantidad de estupefacientes.,www.diariocastellanos.com.ar,https://tinyurl.com/58cw9aby,Argentina,SA,ES,Incidente,Media,Media,Medio,"TUSI, MDMA, Cocaina, Marihuana, Vivero",Alucinogeno,TUSI,"0,09",KG,Policia Federal Argentina,Rosario,America,America del Sur,Argentina,Santa Fe,Rosario,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-30.715595, -61.008507","-32.961643, -60.671921",8/02/2025,8,1,1,Febrero,T1,2025
,A37,8/02/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,3,Pastillas,,,,,,,,,,"-37.650894, -65.897084","-30.715595, -61.008507","-32.961643, -60.671921",8/02/2025,8,1,1,Febrero,T1,2025
A0000038,A38,8/02/2025,Escena del crimen: Detienen a sospechoso de vender drogas sintéticas en Cuiabá,"La acción resultó en la incautación de cocaína, MDMA (éxtasis), balanzas de precisión, medicamentos controlados y esteroides anabólicos de origen desconocido.",www.primeirapagina.com.br,https://tinyurl.com/5dczjyzc,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Cocaina, Operación Anabólicos, Red de reparto de drogas",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Denarc,Cuiba,America,America del Sur,Brasil,Mato Groso,Cuiba,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-12.425472, -56.310701","-15.600646, -56.093152",8/02/2025,8,1,1,Febrero,T1,2025
A0000039,A39,10/02/2025,Cárteles mexicanos expanden sus laboratorios de metanfetamina a Brasil y Chile,Los grupos criminales buscan reducir costos utilizando a Sudamérica como nueva ruta de tráfico hacia Europa y Oceanía,www.infobae.com,https://tinyurl.com/4sptdddw,Mexico,NA,ES,Incidente,Alta,Media,Medio,"Metanfeminas, Expansion Territorial Carteles Mexicanos, Sudamerica, Europa, Oceania",Estimulante sintetico,Metanfetaminas,"0,00",Sin datos,,Brasil,America,America del Sur,Brasil,,,BR,ISO 3166-2:BR,"-8.843614, -52.200865",,,10/02/2025,10,2,1,Febrero,T1,2025
,A39,10/02/2025,,,,,,,,,,,,,Estimulante sintetico,Metanfetaminas,"0,00",Sin datos,,Chile,America,America del Sur,Chile,,,CL,ISO 3166-2:CL,"-35.270325, -71.315779",,,10/02/2025,10,2,1,Febrero,T1,2025
A0000040,A40,11/02/2025,"Qué se sabe de Guillermo Martínez Ortiz, el mexicano detenido en Brasil por producción de metanfetamina","‘El Fantasma’, como también se le conoce, fue capturado en Sao Paulo en posesión de metanfetamina",www.infobae.com,https://tinyurl.com/5n7upz2m,Mexico,NA,ES,Incidente,Alta,Media,Medio,"Metanfetaminas, ""Operación Heisenberg"", Quimico, Redes Delictivas Mexicanas y Chinas",Estimulante sintetico,Metanfetaminas,"0,00",Sin datos,DENARC,San Pablo ,America,America del Sur,Brasil,San Pablo,,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437",,11/02/2025,11,2,1,Febrero,T1,2025
A0000041,A41,11/02/2025,Decomisan más de 100 kilos de metanfetamina provenientes desde México: Recibieron la droga en el aeropuerto,El cargamento tenía un valor estimado de más de $2.000 millones.,www.adnradio.cl,https://tinyurl.com/79mns2np,Chile,SA,ES,Incidente,Alta,Bajo,Medio,"Metanfetaminas, Aeropuerto de Santiago de Chile, Rayos X, Mexico, Comuna de Colina",Estimulante sintetico,Metanfetaminas,102,KG,Brigada Antinarcoticos ,Pudahuel,America,America del Sur,Chile,Santiago,Pudahuel,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.456226, -70.666206","-33.391440, -70.798379",11/02/2025,11,2,1,Febrero,T1,2025
A0000042,A42,11/02/2025,"Propietarios de un bar en la Rua 14 de Julho son detenidos con marihuana y ""drogas gourmet""",Los dueños del bar permanecen detenidos a la espera de una audiencia de custodia.,primeirapagina.com.br,https://tinyurl.com/2bev6jtz,Brasil,SA,ES,Incidente,Media,Media,Medio,"MDMA, LSD, Marihuana, Operación de Vigilancia , DENARC",Alucinogeno,LSD,"0,00",Sin datos,Denarc,Jardin San Lorenzo,America,America del Sur,Brasil,Mato Groso,Campo Grande,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-12.425472, -56.310701","-20.475869, -54.586285",11/02/2025,12,3,1,Febrero,T1,2025
A0000043,A43,11/02/2025,Cochabamba: Encuentran droga sintética ‘tusi’ en posesión de un escolar,,www.correodelsur.com,https://tinyurl.com/5n6suk9d,Bolivia,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Estudiante, Unidad Educativa",Alucinogeno,TUSI,"0,00",Sin datos,Felcn,Cochabamba,America,America del Sur,Bolivia,Cercado,Cochabamba,BO,ISO 3166-2:BO,"-16.277995, -64.397735","-17.411480, -66.179610","-17.396843, -66.153033",11/02/2025,12,3,1,Febrero,T1,2025
A0000044,A44,12/02/2025,La banda criminal que traficaba todo tipo de droga sintética en la frontera con Ecuador,"Diez personas fueron capturadas en el operativo, entre ellas una mujer que lideraba la banda.",www.eltiempo.com,https://tinyurl.com/yanhr7pc,Colombia,SA,ES,Incidente,Media,Media,Medio,"Ketamina, 2C-B, Alteracion, Ecuador, Frontera",Anestesico disociativo,Ketamina,381,Frascos,,Ipiales,America,America del Sur,Colombia,Nariño,Ipiales,CO,ISO 3166-2:CO,"4.068636, -72.886327","1.110131, -78.139319","0.827525, -77.646526",12/02/2025,12,2,1,Febrero,T1,2025
,A44,12/02/2025,,,,,,,,,,,,,Alucinogeno,TUSI,15,Dosis,,,,,,,,,,"4.068636, -72.886327","1.110131, -78.139319","0.827525, -77.646526",12/02/2025,12,2,1,Febrero,T1,2025
A0000045,A45,12/02/2025,"¿Peligro inminente? Nitazenos, la droga mortal que acecha a Brasil","Los nitazenos se expanden por Brasil, por lo que se ha hecho un llamado internacional sobre el riesgo de una nueva crisis de opioides en ese país.",www.tvazteca.com,https://tinyurl.com/y5ry2yvt,Mexico,NA,ES,Incidente,Alta,Media,Bajo,"Nitazenos, Expansion, Rutas Cocaina / Fentanilo, UNODC, Naloxona",NSP,Nitazeno,"0,00",Sin datos,No especificado,,America,America del Sur,Brasil,,,BR,ISO 3166-2:BR,"-8.843614, -52.200865",,,12/02/2025,12,2,1,Febrero,T1,2025
A0000046,A46,13/02/2025,Detuvieron en Puerto Madero a un sospechoso con más de 200 pastillas de éxtasis “Gucci” y “Bob Esponja”,La Policía de la Ciudad lo atrapó vendiendo estupefacientes en inmediaciones del Casino Flotante. Lo incautado tiene un valor en el mercado de $4.500.000,www.infobae.com,https://tinyurl.com/43n2pjnb,Argentina,SA,ES,Incidente,Media,Media,Medio,"Extasis, Logos ""GUCCI"" y ""BOB ESPONJA""",Estimulante y empatogeno,MDMA,203,Pastillas,Policia de la Ciudad,Puerto Madero,America,America del Sur,Argentina,CABA,CABA,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-34.613785, -58.426768","-34.622803, -58.360626",13/02/2025,13,2,1,Febrero,T1,2025
A0000047,A47,13/02/2025,Vendían «tusi» en una fiesta electrónica de Cipolletti: la potente droga que consumió Liam Payne cuando murió,"Conocida como ""cocaína rosa"" su composición es incierta, pero sus efectos son varios",www.rionegro.com.ar,https://tinyurl.com/bdet9vka,Argentina,SA,ES,Incidente,Media,Media,Medio,"TUSI, Fiesta Electronica",Alucinogeno,TUSI,16,Envoltorios,Policia de la Provincia de Neuquen,Cipoletti,America,America del Sur,Argentina,Rio Negro,,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-40.303128, -67.363373",,13/02/2025,13,2,1,Febrero,T1,2025
A0000048,A48,13/02/2025,Más de 3.000 pastillas de éxtasis incautadas en Porto Alegre,"Según la Policía Civil, se trata de la mayor incautación de droga en la Capital en lo que va de 2025.",www.gauchazh.clicrbs.com.br,https://tinyurl.com/5ekwtt3v,Brasil,SA,ES,Incidente,Alta,Media,Medio,MDMA,Estimulante y empatogeno,MDMA,3.223,Pastillas,Policia Civil,Camaquã,America,America del Sur,Brasil,Río Grande del Sur,Porto Alegre,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-29.552617, -53.344405","-30.105838, -51.239244",13/02/2025,13,3,1,Febrero,T1,2025
A0000049,A49,14/02/2025,Desarticulan clan familiar que se dedicaba al trágico de drogas en Puerto Montt,En el operativo hubo un total de cinco personas detenidas.,www.soychile.cl,https://tinyurl.com/5b9auemn,Chile,SA,ES,Incidente,Media,Media,Medio,"Ketamina, Cocaina, Eventos Masivos",Anestesico disociativo,Ketamina,"0,130",KG,Policia de Investigaciones,Puerto Montt,America,America del Sur,Chile,Llanquihue,Puerto Montt,CL,ISO 3166-2:CL,"-35.270325, -71.315779",,"-41.472521, -72.950250",14/02/2025,14,2,1,Febrero,T1,2025
A0000050,A50,14/02/2025,Droga en Mar del Plata: el stock de tusi y cristal de la banda del funcionario judicial y su novia policía,"La Policía Bonaerense detuvo a otros dos sospechosos en el caso. Les incautaron sustancias de diseño, un lote valuado en 16 millones de pesos",www.infobae.com,https://tinyurl.com/y332nbdc,Argentina,SA,ES,Incidente,Alta,Media,Medio,"TUSI, MDMA, Cristal, Marihuana, Cocaina, Discotecas, Fiestas Electronicas, CABA, Logotipos Policiales",Alucinogeno,TUSI,"0,485",KG,Policia de la Provincia de Buenos Aires,Mar del Plata,America,America del Sur,Argentina,Buenos Aires,Mar del Plata,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-36.167212, -58.079474","-38.015021, -57.549967",14/02/2025,14,2,1,Febrero,T1,2025
,A50,14/02/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,291,Pastillas,,,,,,,,,,"-37.650894, -65.897084","-36.167212, -58.079474","-38.015021, -57.549967",14/02/2025,14,2,1,Febrero,T1,2025
,A50,14/02/2025,,,,,,,,,,,,,Estimulante sintetico,Cristal,"0,305",KG,,,,,,,,,,"-37.650894, -65.897084","-36.167212, -58.079474","-38.015021, -57.549967",14/02/2025,14,2,1,Febrero,T1,2025
A0000051,A51,15/02/2025,PDI detiene a sujeto que comercializaba drogas sintéticas en Papudo y Zapallar,"En el Marco de la “Operación Santos”, detectives de la agrupación MT – Cero de la Brigada de Investigación Criminal La Ligua de la Policía de Investigaciones de Chile",www.radiofestival.cl,https://tinyurl.com/4vm66p3c,Chile,SA,ES,Incidente,Media,Media,Medio,"MDMA, Extasis, Cocaina, ""Operacion Santos""",Estimulante y empatogeno,MDMA,17,Pastillas,Policia de Investigaciones,Papudo,America,America del Sur,Chile,Petorca,Papudo,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-32.253625, -70.934565","-32.508091, -71.446836",15/02/2025,15,2,1,Febrero,T1,2025
A0000052,A52,16/02/2025,Gracias a perros antidrogas: Incautan cocaína y ketamina en ductos de aire acondicionado de bus proveniente de Bolivia,"Según informó Aduanas, el vehículo tenía como destino la región de Antofagasta.",www.adnradio.cl,https://tinyurl.com/y4hasnnb,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Cocaina, Aduana, Binomio Canino, Escaneo, Micro de Pasajeros, Bolivia, Antofagasta",Anestesico disociativo,Ketamina,5,KG,Aduana de Iquique,Iquique,America,America del Sur,Chile,Tarapaca,Iquique,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-19.950298, -69.631271","-20.246401, -70.127406",16/02/2025,16,3,2,Febrero,T1,2025
A0000053,A53,16/02/2025,Cayó presunto expendedor de drogas sintéticas en Cartagena: así fue el operativo,En el allanamiento incautaron 15 gramos de anfetamina y cerca de ocho millones de pesos en efectivo,www.caracol.com.co,https://tinyurl.com/3nu7brur,Colombia,SA,ES,Incidente,Alta,Media,Medio,"Anfetamina, Produccion, Acopio, Distribucion",Estimulante sintetico,Anfetamina,"0,15",KG,Cuerpo Técnico de Investigación,Cartagena de Indias,America,America del Sur,Colombia,Bolivar,Cartagena de Indias,CO,ISO 3166-2:CO,"4.068636, -72.886327","10.363564, -75.503079","10.266271, -75.468001",16/02/2025,16,3,2,Febrero,T1,2025
A0000054,A54,16/02/2025,Detención en San Antonio: Mujer intentó ingresar drogas a Penitenciaria,"El operativo permitió incautar una gran cantidad de droga, incluyendo cocaína y ketamina, que iba dirigida a un interno de la unidad penal.",www.epicentrochile.com,https://tinyurl.com/mr2v9w8e,Chile,SA,ES,Incidente,Media,Media,Medio,"Ketamina, Cocaina, Pasta Base, Centro de Cumplimiento Penitenciario de San Antonio",Anestesico disociativo,Ketamina,"0,004",KG,,San Antonio,America,America del Sur,Chile,Valparaiso,San Antonio,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-33.050666, -71.610491","-33.598507, -71.610678",16/02/2025,16,3,2,Febrero,T1,2025
A0000055,A55,17/02/2025,Descubren una red de narcotráfico con nexo en Rosario que abastece de «tusi» a la Patagonia en Fiestas Electrónicas,La “cocaína rosa” se vende en fiestas electrónicas y eventos exclusivos. Un operativo de Gendarmería desmanteló un bunker en Neuquén y reveló una conexión con Rosario y Buenos Aires.,www.alertadigital.ar,https://tinyurl.com/2p8c3vvh,Argentina,SA,ES,Incidente,Alta,Alta,Medio,"TUSI, Semillas de Marihuana, Bunker, Acopio, Fraccionamiento, Nexo Rosario, Buenos Aires",Alucinogeno,TUSI,"0,07",KG,Gendarmeria Narional Argentina,Neuquen Capital,America,America del Sur,Argentina,Neuquen,,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-38.941709, -68.113701","-38.954031, -68.069134",17/02/2025,17,3,2,Febrero,T1,2025
A0000056,A56,17/02/2025,"Vendían por la plataforma Telegram hongos, marihuana y drogas de diseño",Tres hombres detenidos; además de hongos ofrecían por Telegram marihuana e implementos para cultivarla,www.lacapital.com.ar,https://tinyurl.com/ymhtpfcw,Argentina,SA,ES,Incidente,Alta,Media,Medio,"Hongos Psilocibios, Extasis, MDMA, Marihuana, Delivery, Telegram",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Policia Federal Argentina,Rosario,America,America del Sur,Argentina,Santa Fe,Rosario,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-30.715595, -61.008507","-32.961643, -60.671921",17/02/2025,17,3,2,Febrero,T1,2025
,A56,17/02/2025,,,,,,,,,,,,,Estimulante y empatogeno,MDMA,"0,00",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-30.715595, -61.008507","-32.961643, -60.671921",17/02/2025,17,3,2,Febrero,T1,2025
A0000057,A57,18/02/2025,La Libertad: detienen a colombiana presuntamente con Tusi y clorhidrato de cocaína en Chocope,,www.soltvperu.com,https://tinyurl.com/4ksnc4h3,Peru,SA,ES,Incidente,Alta,Media,Medio,"TUSI, Cocaina, Operativo ""ALTO IMPACTO 2025""",Alucinogeno,TUSI,"0,5",KG,Policia Nacional de Peru,Chocope,America,America del Sur,Peru,Ascope,Chocope,PE,ISO 3166-2:PE,"-9.515798, -75.223851","-7.733395, -79.113696","-7.791291, -79.221788",18/02/2025,18,3,2,Febrero,T1,2025
A0000058,A58,18/02/2025,Carabineros incautó 138 frascos de ketamina en el sector de Ascotán,"El procedimiento se gestó en el marco de un patrullaje por la Ruta 21 CH, donde fueron detenidos dos sujetos de nacionalidad boliviana",www.antofagastaaldia.cl,https://tinyurl.com/3deamywj,Chile,SA,ES,Incidente,Alta,Media,Medio,"Ketamina, Salar de Ascotán, Ciudadanos Bolivianos, Cruce a Pie",Anestesico disociativo,Ketamina,"13,8",Litros,Carabineros de Chile,Ollague,America,America del Sur,Chile,Antofagasta,Ollague,CL,ISO 3166-2:CL,"-35.270325, -71.315779","-21.616565, -68.692853","-21.513914, -68.345205",18/02/2025,18,3,2,Febrero,T1,2025
A0000059,A59,18/02/2025,COSQUÍN ROCK 2025: más de 400 procedimientos positivos por estupefacientes,"La FPA detuvo a cuatro personas y detectó en 424 procedimientos positivos cocaína, marihuana, MDMA, LSD y psicofármacos.",www.cba24n.com.a,https://tinyurl.com/3tf4jcbf,Argentina,SA,ES,Incidente,Alta,Media,Medio,"Cocaína, Marihuana, MDMA, LSD, Cosquin Rock",Estimulante y empatogeno,MDMA,"0,00",Sin datos,Fuerza Policial Antinarcotráfico,Cosquin,America,America del Sur,Argentina,Cordoba,Cosquin,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-32.681337, -63.045247","-31.247557, -64.467420",18/02/2025,18,3,2,Febrero,T1,2025
,A59,18/02/2025,,,,,,,,,,,,,Alucinogeno,LSD,"0,00",Sin datos,,,,,,,,,,"-37.650894, -65.897084","-32.681337, -63.045247","-31.247557, -64.467420",18/02/2025,18,3,2,Febrero,T1,2025
A0000060,A60,18/02/2025,La Operación Tormenta Sintetica Combate el Trafico de drogas sinteticas en la region,Se cumplieron 10 ordenes de allanamiento.,www.marilianoticia.com.br,https://tinyurl.com/3kyk47dz,Brasil,SA,ES,Incidente,Alta,Media,Medio,"MDMA, Operacion TORMENTA SINTETICA",Estimulante y empatogeno,MDMA,0,Sin datos,Policia Civil,Assis,America,America del Sur,Brasil,San Pablo,Assis,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-23.612485, -47.144437","-22.653670, -50.418116",18/02/2025,18,3,2,Febrero,T1,2025
A0000061,A61,19/02/2025,Empresario sanjuanino detenido en Punta del Este con éxtasis para la venta,"Un joven empresario sanjuanino, fue detenido en Punta del Este tras ser sorprendido con 12 pastillas de éxtasis",www.diariohuarpe.com,https://tinyurl.com/25vrbced,Argentina,SA,ES,Incidente,Media,Media,Medio,"Extasis, Droga Sintetica, Punta del Este",Estimulante y empatogeno,MDMA,12,Pastillas,,Punta del Este,America,America del Sur,Uruguay,Departamento de Maldonado,Punta del Este,UY,ISO 3166-2:UY,"-32.953025, -55.974972","-34.908106, -54.962384","-34.959237, -54.942271",19/02/2025,19,3,2,Febrero,T1,2025
A0000062,A62,20/02/2025,Importante operativo en Junín: detienen a dos hombres con droga y armas escondidas en un auto,"La Policía de Mendoza realizó un allanamiento en La Colonia y secuestró cocaína, LSD,",www.voxpopuli.net.ar,https://tinyurl.com/mvcpuj9a,Argentina,SA,ES,Incidente,Baja,Media,Medio,"LSD, Cocaina, Arma de Fuego",Alucinogeno,LSD,18,Microdosis,Policia Contra el Narcotrafico,La Colonia,America,America del Sur,Argentina,Mendoza,Junin,AR,ISO 3166-2:AR,"-37.650894, -65.897084","-33.146592, -68.484568","-33.143150, -68.484300",20/02/2025,20,3,2,Febrero,T1,2025
A0000063,A63,20/02/2025,PCDF intercepta R$ 1 millón en droga enviada por CV para carnaval en el DF,"Según la investigación, la droga era enviada por el Comando Vermelho para ser vendida durante las festividades de carnaval en la capital federal.",www.correiobraziliense.com.br,https://tinyurl.com/mc5eaftc,Brasil,SA,ES,Incidente,Media,Media,Medio,"MDMA, Marihuana, Comando Vermelho, Operativo PreCarnaval",Estimulante y empatogeno,MDMA,5.000,Pastillas,Policia Civil Distrito Federal,Rio de Janeiro,America,America del Sur,Brasil,Rio de Janeiro,Rio de Janeiro,BR,ISO 3166-2:BR,"-8.843614, -52.200865","-22.945398, -43.205315","-22.945398, -43.205315",20/02/2025,20,3,2,Febrero,T1,2025
